canonicalsmiles,anode_limit,type,R,product,comment,molwt,capacity,NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxEStateIndex,MinEStateIndex,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,InertialShapeFactor,PBF,FractionCSP2,NegativecenterType,EDGRatioNegCenter,EWGRatioNegCenter,C_ratio,H_ratio,O_ratio,N_ratio,F_ratio,S_ratio,B_ratio,Si_ratio,Se_ratio,P_ratio,idx
O=P([O-])(F)C(F)(F)C(F)(F)OC(F)(F)F.[Na+],,PFO2-,C(F)(F)C(F)(F)OC(F)(F)F,FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,,289.97799999999995,92.42559397226304,16.0,16.0,13.0,3.0,3.0,289.97799999999995,289.97799999999995,49.36,-0.7646999999999999,25.748500000000003,92.0,1.0,-0.7702483306404899,1.0,1.3125,1.5,11.913132716049383,-7.534560185185185,0.28659723740571535,0.9350529197215931,0.35450816255782325,0.9151585457805553,513.8320188502497,1326.4511591317214,1449.422250655341,2.381666690913248,0.36605798748173674,0.0017810461633518161,0.620303843233823,0.0,8.0,1.0,0.2587299225080916,0.1875,0.0,0.1875,0.0,0.5,0.0,0.0,0.0,0.0,0.0625,445
CCCCCP(=O)([O-])F.[Na+],,PFO2-,CCCCC,CCCCCCCCCC,,176.1030000000001,152.19155203993614,10.0,10.0,5.0,4.0,2.0,176.103,165.015,40.129999999999995,-1.2964999999999995,33.10649999999999,56.0,1.0,-0.7747214327243706,1.5,2.0,2.3,11.712310090702948,-4.445408950617285,0.6669759548061858,0.9916267015872846,0.12913746435145176,0.9828476040514045,144.92499677883018,1103.0043571521423,1122.253696916428,2.5941349749221048,0.2202829480058058,0.006781767299614481,0.5830754190955665,0.0,8.0,1.0,0.181211379813221,0.23809523809523808,0.5238095238095237,0.09523809523809523,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.047619047619047616,446
O=P([O-])(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],,PFO2-,C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,373.99299999999994,71.66280889986949,21.0,21.0,16.0,4.0,2.0,373.99299999999994,373.99299999999994,40.129999999999995,0.5743,34.5575,122.0,1.0,-0.7703272312895617,0.6666666666666666,0.9523809523809523,1.1428571428571428,12.409027777777778,-8.22246693121693,0.22964039663466637,0.9147023619194184,0.4041281839949269,0.8945682607264164,925.1608148662755,2047.9133448845216,2289.275659323699,2.6524250618415315,0.39095777175603047,0.0009669327173738102,0.7144188531428399,0.0,8.0,1.0,0.2559167324786435,0.23809523809523808,0.0,0.09523809523809523,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.047619047619047616,447
CCCOCP(=O)([O-])F.[Na+],,PFO2-,COCCC,CCCOCCOCCC,,178.0750000000001,150.50618497199986,10.0,10.0,6.0,4.0,3.0,178.075,169.00300000000001,49.36,-2.102599999999998,29.82449999999999,56.0,1.0,-0.7731105648622991,1.7,2.2,2.5,11.587310090702948,-4.667631172839506,0.545389735058186,0.9822954812606668,0.18733816347683943,0.9543287538688389,172.97241310891562,881.1474629211112,923.3164769990934,2.356322784152672,0.26391922570320264,0.005517230966003383,0.5787463214301587,0.0,8.0,1.0,0.2059985869550293,0.21052631578947367,0.47368421052631576,0.15789473684210525,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,448
O=P([O-])(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F.[Na+],,PFO2-,C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,,339.98499999999996,78.83109222138886,19.0,19.0,15.0,4.0,3.0,339.98499999999996,339.98499999999996,49.36,-0.12939999999999996,30.695500000000006,110.0,1.0,-0.7685022364581044,0.8947368421052632,1.2105263157894737,1.4210526315789473,12.124583333333334,-7.5731613756613765,0.31096001099298165,0.9421736953933024,0.3351249434299521,0.9205481512047481,728.8142098901674,2001.9654956730378,2174.7536976235383,2.6859519709380426,0.3430445379615755,0.0012630765683664085,0.6337091458688374,0.0,8.0,1.0,0.27978284844469126,0.21052631578947367,0.0,0.15789473684210525,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,449
CCOCCP(=O)([O-])F.[Na+],,PFO2-,CCOCC,CCOCCCCOCC,,178.07500000000007,150.5061849719999,10.0,10.0,6.0,4.0,3.0,178.07500000000002,169.003,49.36,-2.450199999999998,30.07449999999999,56.0,1.0,-0.7746630106472372,1.7,2.2,2.5,11.632310090702948,-4.570408950617285,0.40171032817205204,0.9612051829302578,0.27583436389980426,0.9830882764770983,190.55772456991338,679.1578190920493,690.8411333372977,2.0932605983514296,0.3915557442829792,0.005159005118768696,0.6889929073851068,0.0,8.0,1.0,0.18348025517918323,0.21052631578947367,0.47368421052631576,0.15789473684210525,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,450
O=P([O-])(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F.[Na+],,PFO2-,C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,,339.98499999999996,78.83109222138886,19.0,19.0,15.0,4.0,3.0,339.98499999999996,339.98499999999996,49.36,-0.12939999999999996,30.695500000000006,110.0,1.0,-0.7702483397516746,0.8421052631578947,1.1578947368421053,1.368421052631579,12.159027777777778,-7.787536375661377,0.23610677888456352,0.9174895621235918,0.3977598564388567,0.8933795531385302,775.0874061981242,1740.8675847584561,1948.6315515534434,2.5623930446125245,0.37816853160916797,0.0011526178157385374,0.7553367883818748,0.0,8.0,1.0,0.2587281939637192,0.21052631578947367,0.0,0.15789473684210525,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,451
COCCCP(=O)([O-])F.[Na+],,PFO2-,CCCOC,COCCCCCCOC,,178.07500000000007,150.5061849719999,10.0,10.0,6.0,4.0,3.0,178.07500000000002,169.003,49.36,-2.450199999999998,30.07449999999999,56.0,1.0,-0.7747204569593411,1.7,2.2,2.5,11.656754535147392,-4.525408950617285,0.5192941830980536,0.979345324441628,0.20219479591305536,0.9647064307112245,164.61517573215653,785.4075467390203,814.1415064062369,2.2256303325812365,0.2988505946984685,0.005860373604198481,0.5343981788916538,0.0,8.0,1.0,0.18129839283406843,0.21052631578947367,0.47368421052631576,0.15789473684210525,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,452
O=P([O-])(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F.[Na+],,PFO2-,C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,,339.98499999999996,78.83109222138886,19.0,19.0,15.0,4.0,3.0,339.98499999999996,339.98499999999996,49.36,-0.12939999999999996,30.695500000000006,110.0,1.0,-0.7703256484188112,0.8947368421052632,1.2105263157894737,1.4210526315789473,12.268402777777778,-7.912775573192242,0.4849770185468418,0.974531509767032,0.22425061086023682,0.9914518036798229,532.1846128189727,2352.8827513378105,2373.1690664185276,2.7808347302217853,0.2853865992819956,0.001862984723342751,0.6591083641905733,0.0,8.0,1.0,0.2560506728807847,0.21052631578947367,0.0,0.15789473684210525,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,453
C[N-][O-].[Na+],,NO--,C,CN=O,,68.03099999999999,787.9169463594212,4.0,4.0,3.0,0.0,1.0,68.031,65.007,37.16,-2.5082999999999993,12.65,20.0,1.0,-0.9982179401508477,1.75,1.75,1.75,8.555555555555555,0.0,0.5610763969567207,0.984257861212043,0.1767384017193062,0.878927894757685,10.585559031920921,52.64245361648038,59.89393888902978,0.9512601858041783,0.4992468173337165,0.0830308434450428,0.3219705673293368,0.0,8.0,1.0,-0.8140260996527192,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,454
[O-][N-]C(F)(F)F.[Na+],,NO--,C(F)(F)F,O=NC(F)(F)F,,122.001,439.3634296258045,7.0,7.0,6.0,0.0,1.0,122.001,122.001,37.16,-1.6182999999999998,12.781000000000002,38.0,1.0,-0.9928719456461776,1.2857142857142858,1.4285714285714286,1.4285714285714286,10.305555555555555,-4.888888888888889,0.11700080463722583,0.8279565773942229,0.5607922128111662,0.9961822801146597,93.82035775623412,166.66097669628238,167.29968001147324,1.324079494807453,0.5998057763380807,0.010617975713788684,0.3745578282586871,0.0,8.0,1.0,-0.7177470408092854,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,455
CC[N-][O-].[Na+],,NO--,CC,CCN=O,,82.05799999999998,653.2303709300469,5.0,5.0,3.0,1.0,1.0,82.05799999999999,77.018,37.16,-2.118199999999999,17.267,26.0,1.0,-0.9980649404628049,1.8,2.0,2.0,8.92361111111111,0.0,0.30339055351504224,0.9406688417093868,0.33932599404867375,0.7697452597216059,33.871711344339325,76.83640423440069,99.82056175596345,1.1326094198455317,0.4835324523654757,0.02272531351889448,0.42061397552181423,0.0,8.0,1.0,-0.8114723046710316,0.2,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,456
[O-][N-]C(F)(F)C(F)(F)F.[Na+],,NO--,C(F)(F)C(F)(F)F,O=NC(F)(F)C(F)(F)F,,172.008,311.6295624492917,10.0,10.0,8.0,1.0,1.0,172.008,172.008,37.16,-0.9830000000000001,17.728,56.0,1.0,-0.9943952516788265,1.0,1.3,1.3,11.055555555555555,-5.866319444444445,0.0696298824534928,0.7799326034812799,0.6258635107009455,0.8759425023651523,233.39483477349367,326.6534190204332,372.91650780551106,1.6468092562516778,0.574104131315339,0.0037530500759163843,0.5252578649065061,0.0,8.0,1.0,-0.7401526010023739,0.2,0.0,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,457
CCC[N-][O-].[Na+],,NO--,CCC,CCCN=O,,96.08499999999997,557.8683226078763,6.0,6.0,3.0,2.0,1.0,96.08499999999998,89.029,37.16,-1.7280999999999993,21.883999999999993,32.0,1.0,-0.9980596051290114,1.6666666666666667,2.1666666666666665,2.1666666666666665,9.15486111111111,0.0,0.5261222149746532,0.9808602508605118,0.1947130408623257,0.8637867971857632,40.29996065171326,178.7788521194579,206.97104042562748,1.488975030690253,0.371800617738594,0.021433936490680948,0.4732546574979465,0.0,8.0,1.0,-0.8112579161085636,0.23076923076923078,0.5384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,458
[O-][N-]C(F)(F)C(F)(F)C(F)(F)F.[Na+],,NO--,C(F)(F)C(F)(F)C(F)(F)F,O=NC(F)(F)C(F)(F)C(F)(F)F,,222.015,241.43764059985935,13.0,13.0,10.0,2.0,1.0,222.015,222.015,37.16,-0.3477000000000001,22.675,74.0,1.0,-0.9944598373164815,0.8461538461538461,1.1538461538461537,1.2307692307692308,11.54,-6.495625,0.10558512980893188,0.8302420312127939,0.5574030584843019,0.874740414491784,383.02367410893623,601.0844080426816,687.1574676150136,1.9400663091482588,0.5017308481778372,0.0022837763658519914,0.572177076774568,0.0,8.0,1.0,-0.7425866867399402,0.23076923076923078,0.0,0.07692307692307693,0.07692307692307693,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,459
COC[N-][O-].[Na+],,NO--,COC,COCN=O,,98.05699999999997,546.6491711736826,6.0,6.0,4.0,2.0,2.0,98.05699999999999,93.017,46.39,-2.5341999999999993,18.601999999999997,32.0,1.0,-0.9967342978459633,1.8333333333333333,2.3333333333333335,2.3333333333333335,9.02986111111111,-0.04166666666666674,0.32040512696160756,0.9453978854809632,0.32591845318748647,0.8991524000703938,50.19528995301836,138.48008602177134,154.01180713183868,1.3218879142055482,0.3459703734400892,0.017913083098274357,0.46865859581946884,0.0,8.0,1.0,-0.7881056081996644,0.18181818181818182,0.4545454545454546,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,460
[O-][N-]C(F)(F)OC(F)(F)F.[Na+],,NO--,C(F)(F)OC(F)(F)F,O=NC(F)(F)OC(F)(F)F,,188.007,285.1105425743604,11.0,11.0,9.0,2.0,2.0,188.007,188.007,46.39,-1.0514000000000001,18.813000000000002,62.0,1.0,-0.993046466642985,1.0909090909090908,1.4545454545454546,1.5454545454545454,11.227430555555555,-5.558125,0.25530006860582277,0.9235653371904616,0.383441087965634,0.9283660026301765,215.46205414562544,521.6646108191422,561.916969537016,1.8587024097534197,0.3819604696141787,0.004308721581215025,0.5143534283986143,0.0,8.0,1.0,-0.721856306004763,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,461
CCCC[N-][O-].[Na+],,NO--,CCCC,CCCCN=O,,110.11199999999995,486.8023265200686,7.0,7.0,3.0,3.0,1.0,110.11199999999998,101.03999999999999,37.16,-1.3379999999999996,26.500999999999987,38.0,1.0,-0.9980595179956853,1.5714285714285714,2.142857142857143,2.2857142857142856,9.31375,0.0,0.6372874595246321,0.9900798720499873,0.1405056830220077,0.9213460322076646,48.84416507268692,320.28866532870046,347.6312418269684,1.8040799951920201,0.35078171509240375,0.018862970240899266,0.4968857013840384,0.0,8.0,1.0,-0.81125003919017,0.25,0.5625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,462
[O-][N-]C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],,NO--,C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,272.02199999999993,197.05309782950565,16.0,16.0,12.0,3.0,1.0,272.02199999999993,272.02199999999993,37.16,0.28759999999999986,27.622000000000003,92.0,1.0,-0.9944610953000201,0.6875,1.0,1.1875,11.961875,-7.058125,0.1756316834540781,0.8813845066658416,0.4723995675372822,0.9638952540394445,487.47870631315834,994.6630855530119,1031.9203060546538,2.1496660013776046,0.5073219763487499,0.001977307401444186,0.7484271295625436,0.0,8.0,1.0,-0.7426952401772637,0.25,0.0,0.0625,0.0625,0.5625,0.0,0.0,0.0,0.0,0.0,463
CCOC[N-][O-].[Na+],,NO--,COCC,CCOCN=O,,112.08399999999996,478.2375519947343,7.0,7.0,4.0,3.0,2.0,112.08399999999999,105.02799999999999,46.39,-2.144099999999999,23.21899999999999,38.0,1.0,-0.9967341665890377,1.7142857142857142,2.2857142857142856,2.4285714285714284,9.18875,-0.01736111111111116,0.5935514243138411,0.9869683554983619,0.1609144656171686,0.9033614556723559,48.03374545672372,269.6577591750813,298.5048315730715,1.6579550324865024,0.3301152273692998,0.018806808569326424,0.46482464628308817,0.0,8.0,1.0,-0.7880937929137056,0.21428571428571427,0.4999999999999999,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,464
[O-][N-]C(F)(F)OC(F)(F)C(F)(F)F.[Na+],,NO--,C(F)(F)OC(F)(F)C(F)(F)F,O=NC(F)(F)OC(F)(F)C(F)(F)F,,238.01399999999998,225.2085078095313,14.0,14.0,11.0,3.0,2.0,238.01399999999998,238.01399999999998,46.39,-0.41610000000000014,23.76,80.0,1.0,-0.9930472396359391,0.9285714285714286,1.2857142857142858,1.5,11.587152777777778,-6.332222222222223,0.20087746441590293,0.9012974963560673,0.43320067297072024,0.8902944741393908,393.9193010318404,809.5651711723048,909.322920323499,2.106753405068867,0.3905366244793413,0.0022600935567445796,0.5824166316304622,0.0,8.0,1.0,-0.7219294914860895,0.21428571428571427,0.0,0.14285714285714285,0.07142857142857142,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,465
COCC[N-][O-].[Na+],,NO--,CCOC,COCCN=O,,112.08399999999996,478.2375519947343,7.0,7.0,4.0,3.0,2.0,112.08399999999999,105.02799999999999,46.39,-2.491699999999999,23.46899999999999,38.0,1.0,-0.998014100035686,1.7142857142857142,2.2857142857142856,2.4285714285714284,9.23375,0.0,0.6454353950135904,0.9906357918728025,0.1365310509025165,0.8929908581418959,46.04423383349649,301.1555218513468,337.243678482869,1.7473583203129515,0.2544983059297784,0.01939419518567944,0.40821033285640734,0.0,8.0,1.0,-0.8093930920058725,0.21428571428571427,0.4999999999999999,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,466
[O-][N-]C(F)(F)C(F)(F)OC(F)(F)F.[Na+],,NO--,C(F)(F)C(F)(F)OC(F)(F)F,O=NC(F)(F)C(F)(F)OC(F)(F)F,,238.01399999999998,225.2085078095313,14.0,14.0,11.0,3.0,2.0,238.01399999999998,238.01399999999998,46.39,-0.41610000000000014,23.76,80.0,1.0,-0.9944011812494203,0.9285714285714286,1.2857142857142858,1.5,11.711875,-6.006944444444445,0.2910986279485154,0.9345386487194628,0.3558616501529779,0.958035315640449,349.3718350637252,940.5637166502021,981.7630950498238,2.1845355184306414,0.3790712913274971,0.00274216527919517,0.5738316848339124,0.0,8.0,1.0,-0.7404330336675801,0.21428571428571427,0.0,0.14285714285714285,0.07142857142857142,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,467
CCCCC[N-][O-].[Na+],,NO--,CCCCC,CCCCCN=O,,124.13899999999994,431.7964360738995,8.0,8.0,3.0,4.0,1.0,124.139,113.05099999999999,37.16,-0.9479,31.117999999999988,44.0,1.0,-0.9980595173137787,1.375,2.0,2.375,9.42967970521542,0.0,0.6057985379963358,0.9879171727148561,0.15498277276873454,0.9005419467279082,84.11389840286643,488.7517009882267,542.7306332193532,2.119748811079708,0.2503718913176028,0.010706220539377826,0.5258441196331122,0.0,8.0,1.0,-0.8112499066123634,0.2631578947368421,0.5789473684210527,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,468
[O-][N-]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],,NO--,C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,322.02899999999994,166.4532628358868,19.0,19.0,14.0,4.0,1.0,322.02899999999994,322.02899999999994,37.16,0.9228999999999998,32.569,110.0,1.0,-0.9944611070246394,0.5789473684210527,0.8947368421052632,1.105263157894737,12.259027777777778,-7.57375,0.3036757991506339,0.9393707862104648,0.34290308545467063,0.9384776627416546,588.3172368916482,1610.1417830540024,1715.6953723865504,2.4652245645845694,0.333814495246404,0.0015951898123877275,0.6017377198851751,0.0,8.0,1.0,-0.7426974388029233,0.2631578947368421,0.0,0.05263157894736842,0.05263157894736842,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,469
CCCOC[N-][O-].[Na+],,NO--,COCCC,CCCOCN=O,,126.11099999999996,425.0444273519185,8.0,8.0,4.0,4.0,2.0,126.11099999999999,117.039,46.39,-1.7539999999999984,27.835999999999988,44.0,1.0,-0.9967341655830434,1.625,2.25,2.625,9.30467970521542,-0.006111111111111178,0.6021140053225971,0.9876472473231934,0.15669369755966178,0.8948967087419931,78.02244251750793,445.5956308666732,497.9296789381114,2.0125091042874406,0.24581096647278478,0.011469734602850737,0.49100004392719376,0.0,8.0,1.0,-0.7880935980904126,0.23529411764705882,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,470
[O-][N-]C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F.[Na+],,NO--,C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,O=NC(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,,288.02099999999996,186.10718585720412,17.0,17.0,13.0,4.0,2.0,288.02099999999996,288.02099999999996,46.39,0.21919999999999984,28.707000000000004,98.0,1.0,-0.9930472492650768,0.8235294117647058,1.1764705882352942,1.411764705882353,12.009027777777778,-6.894722222222223,0.35469499703335156,0.9525387797613577,0.3044172679904072,0.9454014023741032,470.14282591151715,1460.0804017033568,1544.4026188630412,2.455992001864451,0.2978119951248241,0.0020108812689870366,0.5402186157655418,0.0,8.0,1.0,-0.7219313113551328,0.23529411764705882,0.0,0.11764705882352941,0.058823529411764705,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,471
CCOCC[N-][O-].[Na+],,NO--,CCOCC,CCOCCN=O,,126.11099999999995,425.04442735191856,8.0,8.0,4.0,4.0,2.0,126.111,117.03899999999999,46.39,-2.1015999999999986,28.085999999999988,44.0,1.0,-0.9980140990131761,1.625,2.25,2.625,9.349679705215419,0.0,0.6691348103858343,0.9919923308712404,0.12629812149293254,0.9348280394026838,66.7554820589188,494.1078748824636,528.5548293974772,2.0782884685290917,0.2444641743579372,0.014003764343692384,0.497568971492809,0.0,8.0,1.0,-0.8093928931474742,0.23529411764705882,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,472
[O-][N-]C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F.[Na+],,NO--,C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,O=NC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,,288.02099999999996,186.10718585720412,17.0,17.0,13.0,4.0,2.0,288.02099999999996,288.02099999999996,46.39,0.21919999999999984,28.707000000000004,98.0,1.0,-0.9944011878777745,0.7647058823529411,1.1176470588235294,1.3529411764705883,11.981875,-6.643458049886622,0.3536547410788955,0.9508921793728139,0.3095223145552201,0.9804345733333764,480.4483957306302,1521.8554389325895,1552.2253909900771,2.4840708007780123,0.3571087479648039,0.002040665724031411,0.6854285089359917,0.0,8.0,1.0,-0.7404342970126216,0.23529411764705882,0.0,0.11764705882352941,0.058823529411764705,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,473
COCCC[N-][O-].[Na+],,NO--,CCCOC,COCCCN=O,,126.11099999999995,425.04442735191856,8.0,8.0,4.0,4.0,2.0,126.111,117.03899999999999,46.39,-2.1015999999999986,28.085999999999988,44.0,1.0,-0.9980587808844086,1.625,2.25,2.625,9.374124149659863,0.0,0.6436680591498884,0.9902527714387989,0.13928190355454662,0.9701392522153737,68.67295195427599,478.3272238252578,493.0500675371785,2.030652814560597,0.3770027847888372,0.014126948450698819,0.6422635365658178,0.0,8.0,1.0,-0.8111828308287146,0.23529411764705882,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,474
[O-][N-]C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F.[Na+],,NO--,C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,O=NC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,,288.02099999999996,186.10718585720412,17.0,17.0,13.0,4.0,2.0,288.02099999999996,288.02099999999996,46.39,0.21919999999999984,28.707000000000004,98.0,1.0,-0.9944599411804536,0.8235294117647058,1.1764705882352942,1.411764705882353,12.09125,-6.738819444444443,0.3931961745712027,0.9596864211810758,0.28107289623985193,0.978590379596564,451.8724623217618,1573.250392863707,1607.669997238578,2.5112690394555504,0.3184982795444195,0.0021656340255134772,0.5794079475158813,0.0,8.0,1.0,-0.7425967335722284,0.23529411764705882,0.0,0.11764705882352941,0.058823529411764705,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,475
